"_id","created","modified","numencuesta","cargadorx","residenciaProvincia","residenciaPartido","residenciaPartidoNS","residenciaCiudad","residenciaCiudadNS","identidad","otraIdentidad","identidadSub","edad","edadExpresion","estadoCivil","otroEstadoCivil","nacimientoPais","nacimientoPaisNS","nacimientoProvincia","nacimientoProvinciaNS","nacimientoPartido","nacimientoPartidoNS","nacimientoCiudad","nacimientoCiudadNS","maxEduca","maxEducaObs","estudiosIncompletosMotivos","estudiosIncompletosMotivosOtros.estudiosIncompletosMotivoOtro","estudiosDeseaCompletar","viviendaCual","viviendaCualOtra","viviendaCondicion","viviendaOtraCondicion","viviendaObs","integrantes.integrante","integrantes.aportante","integrantes.aCargo","integrantesOtrxsIncluir","otrxsIntegrantes.otrxIntegrante","otrxsIntegrantes.otrxAportante","otrxsIntegrantes.otrxACargo","mismosFamiliares","emanciparEdad","emanciparMotivos","emanciparMotivosOtros.emanciparMotivoOtro","crianzaVinculos","crianzaVinculosOtros.crianzaVinculoOtros","crianzaVinculosObs","remuneradasRealiza","remuneradas.remuneradaNombre","remuneradas.remuneradaEsProstitucion","prostitucionEdad","sinOcupacion","ingresos","ingresosOtros","remuneradasBeneficios","ingresosBusca","ingresosBuscaDificulta","ocupacionPerdio","politicasConoce","politicasCuales.politicaCual","cursoRealizo","cursoSirvio","consultaEspaciosNS","consultaEspaciosSinOrdenar","consultaEspacios.consultaEspacioOrden","consultaEspacios.consultaEspacio","consultaEspacios.consultaEspacioCual","consultaEspacioPrincipalUbicacion","consultaEspacioPrincipalUbicacionOtra","accesoDificultades","accesoDificultadesOtras.accesoDificultadOtra","saludConsultas.1","saludConsultas.2","saludConsultas.3","saludConsultas.4","saludConsultas.5","saludConsultas.6","saludConsultas.7","saludConsultas.8","saludConsultas.9","saludConsultas.10","saludConsultas.11","saludConsultas.12","saludConsultasOtras.saludConsultaOtra","sinModificaciones","intervenciones.intervencion","intervenciones.intervencionRealizacion","intervenciones.intervencionLugar","intervenciones.intervencionAno","intervencionesOtras.intervencionOtra","intervencionesOtras.intervencionOtraRealizacion","intervencionesOtras.intervencionOtraLugar","intervencionesOtras.intervencionOtraAno","noModificaMotivosNS","noModificaMotivos.noModificaMotivo","noModificaMotivos.noModificaMotivosOtro","noModificaMotivos.noModificaMotivoInstitucion","violenciaExperimento","situacionesNunca","situaciones.1","situaciones.2","situaciones.3","situaciones.4","situaciones.7","situacionesOtras.situacionOtra","violentxs.1","violentxs.2","violentxs.3","violentxs.4","violentxs.5","violentxs.7","violentxs.8","violentxsOtrxs.violentxOtrx","violenciaLugares.1","violenciaLugares.2","violenciaLugares.3","violenciaLugares.4","violenciaLugares.5","violenciaLugares.6","violenciaLugares.7","violenciaLugares.8","violenciaLugares.9","violenciaLugares.10","violenciaLugaresOtros.violenciaLugarOtro","denunciaLugares","noDenunciaMotivo","denunciaLugaresOtros.denunciaLugarOtro","denunciaAtencion","policialActos.1","policialActos.2","policialActos.3","policialActos.4","policialActos.5","policialActos.6","policialActos.7","policialActos.8","policialActos.9","policialActos.10","policialActosOtros.policialActoOtro","leyConoce","cambioHizo","tramiteAyudantes","tramiteAyudantesOtrxs.tramiteAyudanteOtrx","noCambioRazones","noCambioRazonesOtras.noCambioRazonOtra","derechos.1","derechos.2","derechos.3","derechos.4","derechos.5","derechos.6","derechosOtrosIncluir","derechosOtros.derechoOtro","derechosOtros.derechoAccesoOtro","leyCambios.1","leyCambios.2","leyCambios.3","leyCambios.4","leyCambios.5","leyCambios.6","leyCambios.7","leyCambios.8","leyCambios.9","leyCambios.10","leyCambios.11","conoceOrga","conoceOrgaCuales.conoceOrgaCual","participaOrga","participaOrgaCuales.participaOrgaCual","conocePrograma","conoceProgramasCuales.conoceProgramaCual","participaPrograma","participaProgramasCuales.participaProgramaCual"
"5cce190ad4bd595eb17832f4","2019-05-04 10:58 PM UTC","2019-05-04 10:58 PM UTC","56","lucia","Buenos Aires","14","false","48","false","6",,"ns","28","18","1",,"Argentina","false","7","false",,"true","50","false","8",,,,,"1",,"2",,,"""1""","""principal""","""false""","false",,,,,"18","""3""",,"""1""",,,"si","""21""","""false""",,,"""1""",,"""1"",""2""","no",,"ns","ns",,,,"false","false","""1"",""2""","""4"",""1""",""""",""""","""2""",,"""1"",""2""",,"si","no","si","si","no","no","no","no","no","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""no"",""no"",""si"",""no"",""no"",""no"",""ns""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""",""""","""",""2019"","""","""","""",""""",,,,,,,,,"si","false","si","no","no","no","no",,"si","no","si","no","no","si","no",,"no","si","si","no","si","no","si","si","no","no",,"""1""","47",,,"no","no","no","no","no","no","no","no","no","no",,"si","siTramite","""2""",,,,"mejor","peor","igual","peor","peor","igual","false",,,"mejor","mejor","mejor","igual","igual","nsNc","igual","igual","igual","nsNc","igual","si","""3"",""8""","no",,"si","""2""","no",
"5cce18ecd4bd595eb17832f3","2019-05-04 10:57 PM UTC","2019-05-04 10:57 PM UTC","105","ele","Buenos Aires","1","false","32","false","7",,,"19","13","1",,"Argentina","false","2","false","4","false","6","false","8",,,,,"1",,"1",,,"""1"",""2""","""no"",""principal""","""false"",""false""","false",,,,"si",,,,,,,"no",,,,"true",,,,"no",,"no","si","""4""","no",,"false","false","""1"",""2""","""4"",""3""",""""",""3""","""1""",,"""7""",,"si","no","no","no","no","no","no","no","no","si","ns","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""no"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""",""""","""",""99"","""","""","""",""""",,,,,,,,,"no","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no",,"si","siTengo","""3""",,,,"mejor","peor","mejor","igual","igual","mejor","false",,,"mejor","mejor","igual","igual","peor","mejor","mejor","mejor","mejor","igual","mejor","si","""15"",""3"",""7"",""49""","si","""40""","no",,,
"5cce17e7d4bd595eb17832f2","2019-05-04 10:53 PM UTC","2019-05-04 10:53 PM UTC","484","ele","Buenos Aires","30","false","36","false","3",,,"35","13","1",,"Argentina","false","12","false","99","false","77","false","2",,"""3""",,"si","1",,"1",,,"""1""","""principal""","""false""","false",,,,,"7","""1""",,"""3""",,,"si","""51""","""true""","99",,"""99""",,"""3""","no",,"si","si","""99""","no",,"false","true",""""",""""","""1"",""2""",""""",""""","""1""",,"""1"",""2"",""4""",,"si","no","si","no","no","no","si","si","si","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""no"",""si"",""si"",""no"",""no"",""si"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""",""""",""99"",""99"","""","""",""99"",""""",,,,,,,,,"si","false","si","si","si","si","no",,"si","si","si","si","si","si","no",,"si","si","si","si","si","si","si","si","si","no",,"""1""","22",,,"si","si","si","si","si","si","si","si","si","no",,"si","siTengo","""1""",,,,"mejor","peor","igual","igual","ns","mejor","false",,,"mejor","mejor","igual","mejor","igual","peor","mejor","mejor","mejor","mejor","nsNc","si","""46""","no",,"si","""3"",""16""","no",
"5cce1717d4bd595eb17832f1","2019-05-04 10:49 PM UTC","2019-05-04 10:49 PM UTC","58","lucia","Buenos Aires","14","false","48","false","1",,"f","57","13","1",,"Argentina","false","1","false",,"true",,"true","4",,"""1""",,"ns","2",,"99",,,"""1""","""principal""","""false""","false",,,,,"18","""3""",,"""3""",,,"si","""48""","""false""",,,"""4""",,"""99""","si","no","no","ns",,,,"false","false","""1""","""1""","""""","""1"",""2""",,"""1""",,"no","si","no","no","no","no","no","no","no","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""ns"",""ns"",""ns"",""ns"",""ns"",""ns""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""99"","""","""","""","""","""",""""",,,,,,,,,"si","false","si","si","si","ns","no",,"no","si","no","no","no","si","no",,"no","si","si","si","si","si","si","no","no","no",,"""1""","46",,,"si","si","si","si","si","si","si","si","si","no",,"si","siTengo","""6""",,,,"igual","igual","igual","peor","peor","mejor","false",,,"igual","mejor","mejor","mejor","mejor","nsNc","mejor","mejor","mejor","igual","nsNc","si","""3"",""8""","no",,"no",,,
"5cce1696d4bd595eb17832f0","2019-05-04 10:47 PM UTC","2019-05-04 10:47 PM UTC","503","ele","Buenos Aires","17","false","33","false","1",,"ns","21","7","1",,"Ecuador","false","99","false","99","false","85","false","4",,"""7""",,"si","1",,"5",,,"""1"",""3""","""no"",""principal""","""false"",""false""","false",,,,,"7","""3""",,"""1""",,,"si","""15""","""true""","99",,"""99""",,"""99""","si","si","no","no",,,,"false","false","""1""","""1""","""""","""1""",,"""1""",,"no","no","no","no","no","no","no","no","no","no","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""no"",""si"",""no"",""no"",""si"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""99"","""",""99"","""","""",""99"",""""",,,,,,,,,"si","false","si","no","no","si","no",,"si","si","no","si","no","si","no",,"no","no","si","si","si","no","si","si","no","no",,"""2""",,,"1","si","no","no","no","si","si","no","no","si","no",,"si","no",,,"""7""","""14""","mejor","mejor","igual","igual","igual","igual","false",,,"mejor","mejor","igual","mejor","mejor","mejor","igual","igual","igual","mejor","mejor","no",,,,"no",,,
"5cce14f9d4bd595eb17832ee","2019-05-04 10:40 PM UTC","2019-05-06 12:05 AM UTC","311","lucia","Buenos Aires","19","false","39","false","3",,,"43","13","1",,"Argentina","false","2","false","39","false","37","false","3",,"""2""",,"no","1",,"3",,,"""1""","""no""","""false""","false",,,,,"13","""3""",,"""1""",,,"no",,,,"true",,,,"si","si","si","no",,,,"false","false","""1""","""1""","""""","""1""",,"""7""",,"si","si","ns","si","no","no","no","no","no","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""si"",""si"",""si"",""no"",""si"",""ns""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""99"",""99"",""99"",""99"","""",""99"",""""",,,,,,,,,"si","false","si","si","si","si","ns",,"si","si","no","si","no","si","no",,"si","si","si","si","si","si","si","si","no","no",,"""1""","""50""",,,"si","si","no","si","si","si","si","no","si","no",,"si","siTengo","""1""",,,,"mejor","mejor","mejor","mejor","mejor","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","si","""39"",""23""","si","""27"",""28""","si","""14""","no",
"5cce135ad4bd595eb17832ed","2019-05-04 10:34 PM UTC","2019-05-04 10:34 PM UTC","59","lucia","Buenos Aires","14","false","35","false","3",,,"23","18","3",,"Argentina","false","9","false","3","false","51","false","6",,,,,"2",,"2",,,"""1"",""4""","""principal"",""si""","""false"",""false""","false",,,,,"18","""7""","""13""","""1""",,,"si","""21""","""false""",,,"""2""",,"""1"",""2""","no",,"si","si","""25""","no",,"false","false","""1""","""1""","""""","""1"",""2""",,"""7""",,"no","no","no","no","no","no","no","no","no","si","si","no",,"true",,,,,,,,,"false","""2""","""""","""undefined""","si","false","si","no","no","no","no",,"no","no","si","no","no","si","no",,"no","no","no","no","si","si","si","no","no","no",,"""1""","31",,,"si","si","si","no","si","si","si","no","si","no",,"si","siTengo","""6""",,,,"igual","peor","mejor","peor","igual","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","igual","mejor","mejor","mejor","mejor","mejor","si","""3"",""8""","si","""5"",""16""","si","""2""","no",
"5cce0ce6d4bd595eb17832eb","2019-05-04 10:06 PM UTC","2019-05-04 10:06 PM UTC","382","lucia","Buenos Aires","29","false","57","false","3",,,"30","7","1",,"Argentina","false","2","false","41","false","74","false","2",,"""7""",,"ns","1",,"1",,,"""1"",""2""","""no"",""principal""","""true"",""false""","false",,,,"si",,,,,,,"si","""51""","""true""","12",,"""99""",,"""99""","si","ns","no","si","""35""","no",,"false","false","""1"",""2""","""1"",""5""",""""",""""","""1""",,"""1"",""4""",,"no","si","si","si","no","no","si","si","si","ns","si","ns",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""no"",""no"",""no"",""no"",""no"",""ns""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""2014"","""","""","""","""","""",""""",,,,,,,,,"si","false","si","si","si","si","no",,"si","si","no","si","no","si","no",,"si","si","si","si","si","si","no","no","no","no",,"""1""","13",,,"si","si","si","no","si","si","si","si","si","no",,"algo","siTengo","""1""",,,,"igual","igual","igual","igual","igual","mejor","false",,,"mejor","mejor","igual","igual","igual","igual","igual","igual","igual","igual","igual","si","""40""","no",,"si","""2""","no",
"5cce05e9d4bd595eb17832e8","2019-05-04 09:36 PM UTC","2019-05-06 08:01 PM UTC","711","lucia","Buenos Aires","37","false","68","false","3",,,"39","7","1",,"Argentina","false","2","false","59","false","68","false","2",,"""1"",""5""",,"si","1",,"2",,,"""1""","""principal""","""false""","false",,,,,"18","""99""",,"""1""",,,"si","""74""","""false""",,,"""1""",,"""3""","no",,"no","si","""25""","no",,"false","false","""1""","""1""","""""","""1""",,"""1""",,"no","si","no","no","no","no","si","no","si","no","si","ns",,"true",,,,,,,,,"false","""1""","""""","""undefined""","si","false","si","si","no","si","no",,"si","si","si","no","no","si","no",,"no","no","si","si","si","si","no","no","no","no",,"""2""",,,"5","si","si","si","no","si","si","no","si","si","no",,"si","siTengo","""5""",,,,"mejor","mejor","ns","mejor","mejor","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","no",,,,"no",,,
"5cce03f6d4bd595eb17832e7","2019-05-04 09:28 PM UTC","2019-05-04 09:28 PM UTC","486","ele","Buenos Aires","30","false","36","false","3",,,"53","13","1",,"Argentina","false","2","false","31","false","78","false","3",,"""1"",""5""",,"si","1",,"1",,,"""1"",""3""","""si"",""principal""","""false"",""false""","false",,,,,"18","""3""",,"""1""",,,"si","""8""","""false""",,,"""6""","99","""3""","no",,"no","si","""37""","no",,"false","false","""1""","""2""","""""","""1""",,"""7""",,"no","no","si","no","ns","no","no","no","no","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""1991"","""",""1983"","""","""","""",""""",,,,,,,,,"si","false","si","no","no","no","no",,"no","si","no","no","no","si","no",,"no","no","no","si","si","si","no","no","si","no",,"""1""","99",,,"si","si","no","no","si","si","no","si","si","no",,"si","siTengo","""1""",,,,"mejor","igual","igual","peor","mejor","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","nsNc","mejor","igual","si","""3"",""46""","si","""5""","no",,,
"5cce02c1d4bd595eb17832e6","2019-05-04 09:23 PM UTC","2019-05-04 09:23 PM UTC","712","lucia","Buenos Aires","37","false","68","false","8","18",,"44","7","1",,"Argentina","false","2","false","59","false","68","false","3",,"""5""",,"si","1",,"1",,,"""1"",""2""","""si"",""si""","""false"",""false""","false",,,,"si",,,,,,,"no",,,,"false","""3""",,"""3""","no",,"no","si","""25""","no",,"false","false","""1""","""1""","""""","""1""",,"""7""",,"si","si","no","no","no","no","no","si","no","si","ns","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""1997"","""",""2015"","""","""","""",""""",,,,,,,,,"si","false","si","si","si","ns","no",,"no","si","no","si","no","si","no",,"no","si","no","si","si","no","si","no","no","no",,"""1""","8",,,"si","si","si","si","si","si","si","no","si","no",,"si","siTengo","""1""",,,,"mejor","igual","mejor","igual","mejor","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","igual","mejor","igual","mejor","nsNc","mejor","si","""3""","no",,"no",,,
"5cce02a1d4bd595eb17832e5","2019-05-04 09:22 PM UTC","2019-05-04 09:22 PM UTC","381","ele","Buenos Aires","29","false","57","false","3",,,"28","7","1",,"Argentina","false","2","false","41","false","74","false","3",,"""9""","""5""","si","1",,"1",,,"""1"",""2""","""principal"",""no""","""false"",""true""","false",,,,"si",,,,,,,"si","""51""","""true""","15",,"""99""",,"""99""","si","no","no","no",,,,"false","false","""1""","""1""","""""","""1""",,"""99""",,"no","si","si","si","si","si","si","no","si","no","si","no",,"true",,,,,,,,,"false","""2""","""""","""undefined""","si","false","si","si","si","si","no",,"ns","si","si","si","si","si","no",,"si","si","si","si","si","si","no","si","no","no",,"""2"",""3""",,,"2","si","si","si","no","si","no","no","no","si","no",,"algo","siTengo","""1""",,,,"igual","mejor","mejor","igual","igual","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","igual","mejor","mejor","mejor","mejor","igual","si","""40""","si","""31""","si","""2""","no",
"5cce0153d4bd595eb17832e4","2019-05-04 09:17 PM UTC","2019-05-04 09:17 PM UTC","387","ele","Buenos Aires","29","false","57","false","4",,,"25","13","1",,"Argentina","false","2","false","41","false","74","false","4",,"""5""",,"si","1",,"2",,,"""1""","""principal""","""false""","false",,,,,"18","""3""",,"""1""",,,"si","""38""","""false""",,,"""1""",,"""1"",""2""","no",,"no","si","""35""","no",,"false","true",""""",""""","""1"",""4""",""""",""""","""1""",,"""7""",,"si","si","si","si","ns","no","no","si","no","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""no"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""",""""","""",""2019"","""","""","""",""""",,,,,,,,,"no","false","si","no","no","no","no",,"no","si","no","no","no","si","no",,"no","si","no","si","si","no","si","no","no","no",,"""1""","14",,,"si","si","si","no","si","no","no","no","no","no",,"si","siTramite","""3""",,,,"mejor","mejor","mejor","ns","ns","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","si","""40"",""41""","no",,"si","""1"",""2""","no",
"5ccdfef9d4bd595eb17832e3","2019-05-04 09:07 PM UTC","2019-05-04 09:07 PM UTC","304","ele","Buenos Aires","19","false","39","false","4",,,"34","7","1",,"Argentina","false","2","false","39","false","37","false","3",,"""9""","""3""","si","1",,"4",,,"""1"",""2""","""no"",""principal""","""false"",""false""","false",,,,"no","13","""4""",,"""1""",,,"si","""34""","""false""",,,"""2""",,"""99""","si","ns","si","no",,,,"false","false","""1""","""7""","""99""",,,"""99""",,"ns","ns","ns","ns","ns","ns","ns","ns","ns","ns","ns","no",,"true",,,,,,,,,"true",,,,"ns","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"si","no","si","no","no","si","no","no","si","no",,"no","no",,,"""7""","""24""","mejor","mejor","mejor","igual","igual","mejor","false",,,"igual","igual","igual","igual","igual","mejor","mejor","mejor","mejor","igual","igual","si","""23""","si","""27""","si","""14""","no",
"5ccdfec8d4bd595eb17832e2","2019-05-04 09:06 PM UTC","2019-05-06 07:31 PM UTC","714","lucia","Buenos Aires","37","false","68","false","8","4",,"55","0","1",,"Argentina","false","14","false",,"true","95","false","2",,"""5""",,"si","1",,"4",,,"""1"",""2""","""no"",""principal""","""false"",""false""","false",,,,"si",,,,,,,"no",,,,"true",,,,"si","no","si","no",,,,"false","false","""1"",""2""","""1"",""2""",""""",""""","""1""",,"""7""",,"no","si","no","no","no","no","no","no","si","si","si","no",,"true",,,,,,,,,"false","""1""","""""","""undefined""","si","false","si","si","si","si","no",,"no","si","no","no","no","si","no",,"no","si","no","si","no","no","si","no","no","no",,"""2""",,,"5","si","si","si","no","si","si","si","si","si","no",,"no","siTengo","""5""",,,,"mejor","igual","mejor","ns","mejor","mejor","false",,,"mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","mejor","igual","mejor","no",,,,"no",,,
"5ccdfd22d4bd595eb17832e1","2019-05-04 08:59 PM UTC","2019-05-06 08:15 PM UTC","715","lucia","Buenos Aires","37","false","68","false","3",,,"22","13","1",,"Argentina","false","2","false","59","false","68","false","4",,"""7""",,"si","1",,"1",,,"""1"",""2""","""no"",""principal""","""false"",""false""","false",,,,"si",,,,,,,"si","""46""","""false""",,,"""2""",,"""3""","si","no","no","no",,,,"false","false","""1"",""2""","""2"",""1""",""""",""""","""1""",,"""7""",,"si","si","si","no","no","no","no","si","no","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""2018"","""",""2017"","""","""","""",""""",,,,,,,,,"si","false","si","no","no","no","no",,"no","no","no","no","no","si","no",,"no","no","no","no","si","no","no","no","si","no",,"""1""","""37""",,,"no","no","no","no","no","no","no","no","no","no",,"si","siTengo","""3""",,,,"mejor","mejor","mejor","igual","mejor","igual","false",,,"igual","mejor","igual","igual","mejor","igual","mejor","igual","mejor","mejor","igual","no",,,,"no",,,
"5ccdfd0ad4bd595eb17832e0","2019-05-04 08:58 PM UTC","2019-05-04 08:58 PM UTC","303","ele","Buenos Aires","19","false","39","false","3",,,"34","13","1",,"Argentina","false","9","false","40","false","72","false","5",,,,,"1",,"4",,,"""1"",""5""","""principal"",""no""","""true"",""false""","false",,,,,"13","""5""",,"""99""",,,"si","""51""","""true""","17",,"""99""",,"""3""","si","si","si","si","""99""","si","no","false","true",""""","""","""","""",""""","""1"",""2"",""3"",""5"",""6""",""""","""",""99"","""",""""","""1""",,"""7""",,"si","si","si","si","no","no","no","si","si","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""no"",""si"",""no"",""no"",""si"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""99"","""",""99"","""","""",""99"",""""",,,,,,,,,"si","false","si","si","si","si","no",,"si","si","si","si","si","si","no",,"si","si","si","si","si","si","si","no","no","no",,"""2""",,,"4","si","si","si","si","si","si","si","si","si","no",,"si","siTengo","""1""",,,,"mejor","igual","mejor","peor","peor","igual","false",,,"igual","igual","mejor","mejor","mejor","mejor","mejor","mejor","mejor","igual","igual","si","""23""","si","""27""","si","""2"",""14""","no",
"5ccdfb58d4bd595eb17832df","2019-05-04 08:51 PM UTC","2019-05-04 08:51 PM UTC","703","lucia","Buenos Aires","37","false","68","false","8","17",,"30","7","1",,"Argentina","false","2","false","59","false","68","false","7",,,,,"1",,"2",,,"""1""","""principal""","""false""","false",,,,,"7","""1""",,"""3""",,,"si","""25""","""false""",,,"""1""",,"""1"",""2""","no",,"no","no",,,,"false","false","""1""","""4""","""""","""1""",,"""7""",,"si","no","no","no","no","no","no","no","no","no","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""no"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""",""""","""",""2000"","""","""","""",""""",,,,,,,,,"no","true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no","no","no","no","no","no","no","no","no","no",,"si","siTengo","""1""",,,,"igual","igual","mejor","peor","igual","igual","false",,,"igual","igual","igual","igual","igual","nsNc","igual","igual","igual","igual","igual","si","""3""","si","""5""","no",,,
"5ccdf9e2d4bd595eb17832de","2019-05-04 08:45 PM UTC","2019-05-04 08:45 PM UTC","707","lucia","Buenos Aires","37","false","68","false","1",,"f","28","13","1",,"Argentina","false","2","false","59","false","68","false","4",,"""1"",""5"",""6"",""9""","""11""","no","1",,"2",,,"""1"",""3""","""no"",""principal""","""false"",""false""","false",,,,,"13","""1"",""2""",,"""1""",,,"si","""69""","""false""",,,"""2""",,"""3""","si","no","si","si","""12""","no",,"false","false","""1""","""1""","""""","""1""",,"""7""",,"si","si","no","no","no","no","no","no","si","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""no"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""",""""","""",""2017"","""","""","""",""""",,,,,,,,,"si","false","si","si","si","si","no",,"no","no","si","si","no","si","no",,"si","no","no","no","si","si","no","no","no","no",,"""3""",,,"2","no","no","no","no","no","no","no","no","si","no",,"si","siTengo","""1""",,,,"igual","igual","mejor","mejor","peor","mejor","false",,,"mejor","mejor","igual","mejor","igual","mejor","peor","mejor","mejor","mejor","igual","no",,,,"no",,,
"5ccdf89ed4bd595eb17832dd","2019-05-04 08:39 PM UTC","2019-05-04 08:39 PM UTC","396","lucia","Buenos Aires","38","false","69","false","3",,,"53","18","1",,"Argentina","false","2","false","60","false","96","false","4",,"""9""","""12""","no","1",,"2",,,"""1""","""principal""","""false""","false",,,,,"35","""3""",,"""1""",,,"no",,,,"true",,,,"si","si","si","no",,,,"false","false","""1"",""2"",""3""","""4"",""2"",""3""",""""","""",""14""","""1""",,"""5"",""1""",,"si","si","no","no","no","no","no","si","si","si","si","no",,"false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""no"",""no"",""si"",""no"",""no"",""no"",""no""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""",""""","""",""2018"","""","""","""",""""",,,,,,,,,"si","false","no","si","no","no","no",,"no","no","si","si","no","no","no",,"si","no","no","no","no","no","no","ns","ns","no",,"""2"",""3"",""5""",,,"1","no","no","no","no","no","no","no","no","no","no",,"algo","siTengo","""1""",,,,"igual","peor","mejor","igual","mejor","mejor","false",,,"igual","mejor","mejor","mejor","mejor","mejor","igual","igual","igual","igual","igual","si","""3""","no",,"no",,,
"5ccdf6acd4bd595eb17832db","2019-05-04 08:31 PM UTC","2019-05-04 08:31 PM UTC","302","ele","Buenos Aires","19","false","39","false","3",,,"47","13","2",,"Argentina","false","2","false","99","false","73","false","3",,"""3""",,"si","1",,"1",,,"""1"",""5"",""2""","""principal"",""no"",""no""","""false"",""true"",""true""","false",,,,"no","13","""3""",,"""1""",,,"si","""55""","""false""",,,"""99""",,"""3""","no",,"no","si","""34""","no",,"false","true",""""","""","""","""","""",""""","""1"",""2"",""3"",""4"",""5"",""6""",""""","""",""99"","""","""",""""","""1""",,"""7""",,"no","si","si","no","no","no","no","no","no","si","si","si","""11"",""12""","false","""1"",""2"",""3"",""4"",""5"",""6"",""7""","""si"",""no"",""no"",""no"",""no"",""si"",""si""","""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined"",""undefined""","""99"","""","""","""","""",""99"",""""","""3""","""si""","""undefined""","""99""",,,,,"si","false","si","si","si","si","no",,"si","si","no","no","no","si","si","""4"",""9""","no","si","si","si","si","si","si","si","no","no",,"""2""",,,"2","si","si","si","si","si","si","si","si","si","no",,"si","no",,,"""99""",,"mejor","igual","mejor","igual","igual","igual","false",,,"mejor","mejor","mejor","mejor","mejor","peor","igual","igual","igual","igual","mejor","si","""23""","si","""30""","si","""2"",""17""","no",
